Epoch [1/50], Step [100/469], Train Loss: 2.2373, Train Acc: 27.34%, Test Loss: 2.2217, Test Acc: 32.50%, Lr: 0.001000
Epoch [14/50], Step [400/469], Train Loss: 0.0394, Train Acc: 98.44%, Test Loss: 0.0569, Test Acc: 98.07%, Lr: 0.001000
Epoch [15/50], Step [100/469], Train Loss: 0.0696, Train Acc: 96.88%, Test Loss: 0.0547, Test Acc: 98.25%, Lr: 0.001000
Epoch [15/50], Step [200/469], Train Loss: 0.0817, Train Acc: 97.66%, Test Loss: 0.0526, Test Acc: 98.27%, Lr: 0.001000
Epoch [15/50], Step [300/469], Train Loss: 0.0968, Train Acc: 96.88%, Test Loss: 0.0520, Test Acc: 98.28%, Lr: 0.001000
Epoch [15/50], Step [400/469], Train Loss: 0.1004, Train Acc: 96.88%, Test Loss: 0.0515, Test Acc: 98.35%, Lr: 0.001000
Epoch [16/50], Step [100/469], Train Loss: 0.0838, Train Acc: 96.09%, Test Loss: 0.0572, Test Acc: 98.31%, Lr: 0.001000
Epoch [16/50], Step [200/469], Train Loss: 0.0552, Train Acc: 96.88%, Test Loss: 0.0535, Test Acc: 98.35%, Lr: 0.001000
Epoch [16/50], Step [300/469], Train Loss: 0.0843, Train Acc: 97.66%, Test Loss: 0.0580, Test Acc: 98.00%, Lr: 0.001000
Epoch [16/50], Step [400/469], Train Loss: 0.0708, Train Acc: 96.88%, Test Loss: 0.0500, Test Acc: 98.35%, Lr: 0.001000
Epoch [17/50], Step [100/469], Train Loss: 0.0349, Train Acc: 99.22%, Test Loss: 0.0498, Test Acc: 98.38%, Lr: 0.001000
Epoch [17/50], Step [200/469], Train Loss: 0.1054, Train Acc: 97.66%, Test Loss: 0.0519, Test Acc: 98.34%, Lr: 0.001000
Epoch [17/50], Step [300/469], Train Loss: 0.1048, Train Acc: 97.66%, Test Loss: 0.0503, Test Acc: 98.30%, Lr: 0.001000
Epoch [17/50], Step [400/469], Train Loss: 0.0328, Train Acc: 99.22%, Test Loss: 0.0487, Test Acc: 98.42%, Lr: 0.001000
Epoch [18/50], Step [100/469], Train Loss: 0.0481, Train Acc: 99.22%, Test Loss: 0.0501, Test Acc: 98.36%, Lr: 0.001000
Epoch [18/50], Step [200/469], Train Loss: 0.0877, Train Acc: 97.66%, Test Loss: 0.0501, Test Acc: 98.32%, Lr: 0.001000
Epoch [18/50], Step [300/469], Train Loss: 0.0652, Train Acc: 98.44%, Test Loss: 0.0502, Test Acc: 98.34%, Lr: 0.001000
Epoch [18/50], Step [400/469], Train Loss: 0.0558, Train Acc: 98.44%, Test Loss: 0.0492, Test Acc: 98.40%, Lr: 0.001000
Epoch [19/50], Step [100/469], Train Loss: 0.1270, Train Acc: 95.31%, Test Loss: 0.0504, Test Acc: 98.30%, Lr: 0.001000
Epoch [19/50], Step [200/469], Train Loss: 0.1332, Train Acc: 99.22%, Test Loss: 0.0483, Test Acc: 98.50%, Lr: 0.001000
Epoch [19/50], Step [300/469], Train Loss: 0.0724, Train Acc: 96.88%, Test Loss: 0.0498, Test Acc: 98.45%, Lr: 0.001000
Epoch [19/50], Step [400/469], Train Loss: 0.0436, Train Acc: 99.22%, Test Loss: 0.0500, Test Acc: 98.37%, Lr: 0.001000
Epoch [20/50], Step [100/469], Train Loss: 0.1070, Train Acc: 96.88%, Test Loss: 0.0463, Test Acc: 98.54%, Lr: 0.001000
Epoch [20/50], Step [200/469], Train Loss: 0.0440, Train Acc: 98.44%, Test Loss: 0.0453, Test Acc: 98.53%, Lr: 0.001000
Epoch [20/50], Step [300/469], Train Loss: 0.0478, Train Acc: 98.44%, Test Loss: 0.0472, Test Acc: 98.46%, Lr: 0.001000
Epoch [20/50], Step [400/469], Train Loss: 0.0365, Train Acc: 99.22%, Test Loss: 0.0453, Test Acc: 98.51%, Lr: 0.001000
Epoch [21/50], Step [100/469], Train Loss: 0.0718, Train Acc: 96.88%, Test Loss: 0.0464, Test Acc: 98.50%, Lr: 0.001000
Epoch [21/50], Step [200/469], Train Loss: 0.0648, Train Acc: 97.66%, Test Loss: 0.0465, Test Acc: 98.41%, Lr: 0.001000
Epoch [21/50], Step [300/469], Train Loss: 0.0640, Train Acc: 99.22%, Test Loss: 0.0451, Test Acc: 98.46%, Lr: 0.001000
Epoch [21/50], Step [400/469], Train Loss: 0.0437, Train Acc: 98.44%, Test Loss: 0.0467, Test Acc: 98.52%, Lr: 0.001000
Epoch [22/50], Step [100/469], Train Loss: 0.0914, Train Acc: 96.88%, Test Loss: 0.0455, Test Acc: 98.51%, Lr: 0.001000
Epoch [22/50], Step [200/469], Train Loss: 0.0898, Train Acc: 96.09%, Test Loss: 0.0451, Test Acc: 98.42%, Lr: 0.001000
Epoch [22/50], Step [300/469], Train Loss: 0.0621, Train Acc: 97.66%, Test Loss: 0.0451, Test Acc: 98.46%, Lr: 0.001000
Epoch [22/50], Step [400/469], Train Loss: 0.1210, Train Acc: 96.09%, Test Loss: 0.0425, Test Acc: 98.63%, Lr: 0.001000
Epoch [23/50], Step [100/469], Train Loss: 0.1485, Train Acc: 94.53%, Test Loss: 0.0465, Test Acc: 98.46%, Lr: 0.001000
Epoch [23/50], Step [200/469], Train Loss: 0.0830, Train Acc: 97.66%, Test Loss: 0.0424, Test Acc: 98.65%, Lr: 0.001000
Epoch [23/50], Step [300/469], Train Loss: 0.1040, Train Acc: 97.66%, Test Loss: 0.0424, Test Acc: 98.59%, Lr: 0.001000
Epoch [23/50], Step [400/469], Train Loss: 0.0505, Train Acc: 98.44%, Test Loss: 0.0429, Test Acc: 98.65%, Lr: 0.001000
Epoch [24/50], Step [100/469], Train Loss: 0.0248, Train Acc: 99.22%, Test Loss: 0.0420, Test Acc: 98.62%, Lr: 0.001000
Epoch [24/50], Step [200/469], Train Loss: 0.0254, Train Acc: 99.22%, Test Loss: 0.0432, Test Acc: 98.57%, Lr: 0.001000
Epoch [24/50], Step [300/469], Train Loss: 0.0690, Train Acc: 97.66%, Test Loss: 0.0416, Test Acc: 98.58%, Lr: 0.001000
Epoch [24/50], Step [400/469], Train Loss: 0.0602, Train Acc: 98.44%, Test Loss: 0.0414, Test Acc: 98.61%, Lr: 0.001000
Epoch [25/50], Step [100/469], Train Loss: 0.0173, Train Acc: 100.00%, Test Loss: 0.0415, Test Acc: 98.67%, Lr: 0.001000
Epoch [25/50], Step [200/469], Train Loss: 0.0990, Train Acc: 95.31%, Test Loss: 0.0416, Test Acc: 98.56%, Lr: 0.001000
Epoch [25/50], Step [300/469], Train Loss: 0.0507, Train Acc: 98.44%, Test Loss: 0.0437, Test Acc: 98.53%, Lr: 0.001000
Epoch [25/50], Step [400/469], Train Loss: 0.0552, Train Acc: 98.44%, Test Loss: 0.0409, Test Acc: 98.61%, Lr: 0.001000
Epoch [26/50], Step [100/469], Train Loss: 0.0956, Train Acc: 97.66%, Test Loss: 0.0405, Test Acc: 98.68%, Lr: 0.001000
Epoch [26/50], Step [200/469], Train Loss: 0.0172, Train Acc: 100.00%, Test Loss: 0.0424, Test Acc: 98.59%, Lr: 0.001000
Epoch [26/50], Step [300/469], Train Loss: 0.0388, Train Acc: 99.22%, Test Loss: 0.0409, Test Acc: 98.75%, Lr: 0.001000
Epoch [26/50], Step [400/469], Train Loss: 0.0254, Train Acc: 99.22%, Test Loss: 0.0412, Test Acc: 98.60%, Lr: 0.001000
Epoch [27/50], Step [100/469], Train Loss: 0.0933, Train Acc: 97.66%, Test Loss: 0.0400, Test Acc: 98.64%, Lr: 0.001000
Epoch [27/50], Step [200/469], Train Loss: 0.0280, Train Acc: 99.22%, Test Loss: 0.0409, Test Acc: 98.62%, Lr: 0.001000
Epoch [27/50], Step [300/469], Train Loss: 0.0499, Train Acc: 97.66%, Test Loss: 0.0385, Test Acc: 98.72%, Lr: 0.001000
Epoch [27/50], Step [400/469], Train Loss: 0.0184, Train Acc: 99.22%, Test Loss: 0.0403, Test Acc: 98.64%, Lr: 0.001000
Epoch [28/50], Step [100/469], Train Loss: 0.0687, Train Acc: 99.22%, Test Loss: 0.0394, Test Acc: 98.73%, Lr: 0.001000
Epoch [28/50], Step [200/469], Train Loss: 0.0345, Train Acc: 97.66%, Test Loss: 0.0387, Test Acc: 98.77%, Lr: 0.001000
Epoch [28/50], Step [300/469], Train Loss: 0.0798, Train Acc: 96.88%, Test Loss: 0.0408, Test Acc: 98.65%, Lr: 0.001000
Epoch [28/50], Step [400/469], Train Loss: 0.0271, Train Acc: 99.22%, Test Loss: 0.0386, Test Acc: 98.72%, Lr: 0.001000
Epoch [29/50], Step [100/469], Train Loss: 0.0401, Train Acc: 98.44%, Test Loss: 0.0397, Test Acc: 98.62%, Lr: 0.001000
Epoch [29/50], Step [200/469], Train Loss: 0.0638, Train Acc: 97.66%, Test Loss: 0.0383, Test Acc: 98.81%, Lr: 0.001000
Epoch [29/50], Step [300/469], Train Loss: 0.0310, Train Acc: 99.22%, Test Loss: 0.0384, Test Acc: 98.70%, Lr: 0.001000
Epoch [29/50], Step [400/469], Train Loss: 0.1416, Train Acc: 94.53%, Test Loss: 0.0401, Test Acc: 98.71%, Lr: 0.001000
Epoch [30/50], Step [100/469], Train Loss: 0.0258, Train Acc: 99.22%, Test Loss: 0.0385, Test Acc: 98.68%, Lr: 0.001000
Epoch [30/50], Step [200/469], Train Loss: 0.0311, Train Acc: 98.44%, Test Loss: 0.0374, Test Acc: 98.77%, Lr: 0.001000
Epoch [30/50], Step [300/469], Train Loss: 0.0615, Train Acc: 98.44%, Test Loss: 0.0372, Test Acc: 98.74%, Lr: 0.001000
Epoch [30/50], Step [400/469], Train Loss: 0.0389, Train Acc: 99.22%, Test Loss: 0.0375, Test Acc: 98.67%, Lr: 0.001000
Epoch [31/50], Step [100/469], Train Loss: 0.0370, Train Acc: 99.22%, Test Loss: 0.0386, Test Acc: 98.72%, Lr: 0.001000
Epoch [31/50], Step [200/469], Train Loss: 0.0440, Train Acc: 99.22%, Test Loss: 0.0405, Test Acc: 98.67%, Lr: 0.001000
Epoch [31/50], Step [300/469], Train Loss: 0.0533, Train Acc: 98.44%, Test Loss: 0.0388, Test Acc: 98.74%, Lr: 0.001000
Epoch [31/50], Step [400/469], Train Loss: 0.1010, Train Acc: 98.44%, Test Loss: 0.0383, Test Acc: 98.63%, Lr: 0.001000
Epoch [32/50], Step [100/469], Train Loss: 0.0258, Train Acc: 98.44%, Test Loss: 0.0373, Test Acc: 98.83%, Lr: 0.001000
Epoch [32/50], Step [200/469], Train Loss: 0.1087, Train Acc: 93.75%, Test Loss: 0.0378, Test Acc: 98.77%, Lr: 0.001000
Epoch [32/50], Step [300/469], Train Loss: 0.0461, Train Acc: 97.66%, Test Loss: 0.0361, Test Acc: 98.82%, Lr: 0.001000
Epoch [32/50], Step [400/469], Train Loss: 0.1078, Train Acc: 98.44%, Test Loss: 0.0373, Test Acc: 98.81%, Lr: 0.001000
Epoch [33/50], Step [100/469], Train Loss: 0.0331, Train Acc: 98.44%, Test Loss: 0.0369, Test Acc: 98.84%, Lr: 0.001000
Epoch [33/50], Step [200/469], Train Loss: 0.0398, Train Acc: 98.44%, Test Loss: 0.0380, Test Acc: 98.76%, Lr: 0.001000
Epoch [33/50], Step [300/469], Train Loss: 0.0414, Train Acc: 97.66%, Test Loss: 0.0351, Test Acc: 98.83%, Lr: 0.001000
Epoch [33/50], Step [400/469], Train Loss: 0.0681, Train Acc: 97.66%, Test Loss: 0.0387, Test Acc: 98.70%, Lr: 0.001000
Epoch [34/50], Step [100/469], Train Loss: 0.0745, Train Acc: 96.88%, Test Loss: 0.0370, Test Acc: 98.79%, Lr: 0.001000
Epoch [34/50], Step [200/469], Train Loss: 0.0296, Train Acc: 99.22%, Test Loss: 0.0352, Test Acc: 98.79%, Lr: 0.001000
Epoch [34/50], Step [300/469], Train Loss: 0.0571, Train Acc: 97.66%, Test Loss: 0.0360, Test Acc: 98.87%, Lr: 0.001000
Epoch [34/50], Step [400/469], Train Loss: 0.1272, Train Acc: 96.88%, Test Loss: 0.0359, Test Acc: 98.80%, Lr: 0.001000
Epoch [35/50], Step [100/469], Train Loss: 0.0295, Train Acc: 99.22%, Test Loss: 0.0348, Test Acc: 98.84%, Lr: 0.001000
Epoch [35/50], Step [200/469], Train Loss: 0.0213, Train Acc: 100.00%, Test Loss: 0.0355, Test Acc: 98.76%, Lr: 0.001000
Epoch [35/50], Step [300/469], Train Loss: 0.0657, Train Acc: 99.22%, Test Loss: 0.0359, Test Acc: 98.78%, Lr: 0.001000
Epoch [35/50], Step [400/469], Train Loss: 0.0367, Train Acc: 99.22%, Test Loss: 0.0377, Test Acc: 98.82%, Lr: 0.001000
Epoch [36/50], Step [100/469], Train Loss: 0.0482, Train Acc: 99.22%, Test Loss: 0.0356, Test Acc: 98.80%, Lr: 0.001000
Epoch [36/50], Step [200/469], Train Loss: 0.0507, Train Acc: 96.88%, Test Loss: 0.0367, Test Acc: 98.78%, Lr: 0.001000
Epoch [36/50], Step [300/469], Train Loss: 0.0512, Train Acc: 96.88%, Test Loss: 0.0400, Test Acc: 98.72%, Lr: 0.001000
Epoch [36/50], Step [400/469], Train Loss: 0.0357, Train Acc: 99.22%, Test Loss: 0.0353, Test Acc: 98.88%, Lr: 0.001000
Epoch [37/50], Step [100/469], Train Loss: 0.0115, Train Acc: 100.00%, Test Loss: 0.0356, Test Acc: 98.83%, Lr: 0.001000
Epoch [37/50], Step [200/469], Train Loss: 0.0749, Train Acc: 97.66%, Test Loss: 0.0362, Test Acc: 98.72%, Lr: 0.001000
Epoch [37/50], Step [300/469], Train Loss: 0.0555, Train Acc: 97.66%, Test Loss: 0.0342, Test Acc: 98.84%, Lr: 0.001000
Epoch [37/50], Step [400/469], Train Loss: 0.0394, Train Acc: 98.44%, Test Loss: 0.0356, Test Acc: 98.77%, Lr: 0.001000
Epoch [38/50], Step [100/469], Train Loss: 0.0576, Train Acc: 97.66%, Test Loss: 0.0337, Test Acc: 98.88%, Lr: 0.001000
Epoch [38/50], Step [200/469], Train Loss: 0.0410, Train Acc: 98.44%, Test Loss: 0.0337, Test Acc: 98.91%, Lr: 0.001000
Epoch [38/50], Step [300/469], Train Loss: 0.0364, Train Acc: 99.22%, Test Loss: 0.0375, Test Acc: 98.78%, Lr: 0.001000
Epoch [38/50], Step [400/469], Train Loss: 0.0628, Train Acc: 99.22%, Test Loss: 0.0352, Test Acc: 98.82%, Lr: 0.001000
Epoch [39/50], Step [100/469], Train Loss: 0.0988, Train Acc: 97.66%, Test Loss: 0.0348, Test Acc: 98.86%, Lr: 0.001000
Epoch [39/50], Step [200/469], Train Loss: 0.0643, Train Acc: 99.22%, Test Loss: 0.0356, Test Acc: 98.80%, Lr: 0.001000
Epoch [39/50], Step [300/469], Train Loss: 0.0222, Train Acc: 100.00%, Test Loss: 0.0344, Test Acc: 98.85%, Lr: 0.001000
Epoch [39/50], Step [400/469], Train Loss: 0.0877, Train Acc: 97.66%, Test Loss: 0.0363, Test Acc: 98.80%, Lr: 0.001000
Epoch [40/50], Step [100/469], Train Loss: 0.0615, Train Acc: 96.88%, Test Loss: 0.0362, Test Acc: 98.83%, Lr: 0.001000
Epoch [40/50], Step [200/469], Train Loss: 0.0672, Train Acc: 96.88%, Test Loss: 0.0340, Test Acc: 98.90%, Lr: 0.001000
Epoch [40/50], Step [300/469], Train Loss: 0.0157, Train Acc: 100.00%, Test Loss: 0.0325, Test Acc: 98.95%, Lr: 0.001000
Epoch [40/50], Step [400/469], Train Loss: 0.0126, Train Acc: 100.00%, Test Loss: 0.0338, Test Acc: 98.86%, Lr: 0.001000
Epoch [41/50], Step [100/469], Train Loss: 0.0361, Train Acc: 98.44%, Test Loss: 0.0352, Test Acc: 98.76%, Lr: 0.001000
Epoch [41/50], Step [200/469], Train Loss: 0.0705, Train Acc: 99.22%, Test Loss: 0.0340, Test Acc: 98.77%, Lr: 0.001000
Epoch [41/50], Step [300/469], Train Loss: 0.0363, Train Acc: 98.44%, Test Loss: 0.0345, Test Acc: 98.87%, Lr: 0.001000
Epoch [41/50], Step [400/469], Train Loss: 0.0454, Train Acc: 97.66%, Test Loss: 0.0322, Test Acc: 99.03%, Lr: 0.001000
Epoch [42/50], Step [100/469], Train Loss: 0.0236, Train Acc: 99.22%, Test Loss: 0.0327, Test Acc: 98.84%, Lr: 0.001000
Epoch [42/50], Step [200/469], Train Loss: 0.0328, Train Acc: 98.44%, Test Loss: 0.0319, Test Acc: 98.90%, Lr: 0.001000
Epoch [42/50], Step [300/469], Train Loss: 0.0207, Train Acc: 99.22%, Test Loss: 0.0323, Test Acc: 98.95%, Lr: 0.001000
Epoch [42/50], Step [400/469], Train Loss: 0.0444, Train Acc: 98.44%, Test Loss: 0.0334, Test Acc: 98.93%, Lr: 0.001000
Epoch [43/50], Step [100/469], Train Loss: 0.0172, Train Acc: 100.00%, Test Loss: 0.0313, Test Acc: 98.96%, Lr: 0.001000
Epoch [43/50], Step [200/469], Train Loss: 0.0334, Train Acc: 98.44%, Test Loss: 0.0337, Test Acc: 98.81%, Lr: 0.001000
Epoch [43/50], Step [300/469], Train Loss: 0.0491, Train Acc: 98.44%, Test Loss: 0.0332, Test Acc: 98.98%, Lr: 0.001000
Epoch [43/50], Step [400/469], Train Loss: 0.0458, Train Acc: 98.44%, Test Loss: 0.0323, Test Acc: 98.95%, Lr: 0.001000
Epoch [44/50], Step [100/469], Train Loss: 0.0240, Train Acc: 99.22%, Test Loss: 0.0331, Test Acc: 98.91%, Lr: 0.001000
Epoch [44/50], Step [200/469], Train Loss: 0.0267, Train Acc: 98.44%, Test Loss: 0.0333, Test Acc: 98.88%, Lr: 0.001000
Epoch [44/50], Step [300/469], Train Loss: 0.0278, Train Acc: 98.44%, Test Loss: 0.0336, Test Acc: 98.90%, Lr: 0.001000
Epoch [44/50], Step [400/469], Train Loss: 0.0232, Train Acc: 99.22%, Test Loss: 0.0321, Test Acc: 98.83%, Lr: 0.001000
Epoch [45/50], Step [100/469], Train Loss: 0.0544, Train Acc: 97.66%, Test Loss: 0.0326, Test Acc: 98.93%, Lr: 0.001000
Epoch [45/50], Step [200/469], Train Loss: 0.1032, Train Acc: 98.44%, Test Loss: 0.0322, Test Acc: 98.94%, Lr: 0.001000
Epoch [45/50], Step [300/469], Train Loss: 0.0081, Train Acc: 100.00%, Test Loss: 0.0329, Test Acc: 98.95%, Lr: 0.001000
Epoch [45/50], Step [400/469], Train Loss: 0.0515, Train Acc: 97.66%, Test Loss: 0.0335, Test Acc: 98.92%, Lr: 0.001000
Epoch [46/50], Step [100/469], Train Loss: 0.0275, Train Acc: 99.22%, Test Loss: 0.0325, Test Acc: 98.93%, Lr: 0.001000
Epoch [46/50], Step [200/469], Train Loss: 0.0242, Train Acc: 99.22%, Test Loss: 0.0324, Test Acc: 98.96%, Lr: 0.001000
Epoch [46/50], Step [300/469], Train Loss: 0.0330, Train Acc: 98.44%, Test Loss: 0.0321, Test Acc: 98.99%, Lr: 0.001000
Epoch [46/50], Step [400/469], Train Loss: 0.0083, Train Acc: 100.00%, Test Loss: 0.0311, Test Acc: 99.01%, Lr: 0.001000
Epoch [47/50], Step [100/469], Train Loss: 0.0159, Train Acc: 99.22%, Test Loss: 0.0328, Test Acc: 98.95%, Lr: 0.001000
Epoch [47/50], Step [200/469], Train Loss: 0.0268, Train Acc: 99.22%, Test Loss: 0.0320, Test Acc: 98.94%, Lr: 0.001000
Epoch [47/50], Step [300/469], Train Loss: 0.0272, Train Acc: 98.44%, Test Loss: 0.0317, Test Acc: 98.97%, Lr: 0.001000
Epoch [47/50], Step [400/469], Train Loss: 0.0351, Train Acc: 99.22%, Test Loss: 0.0322, Test Acc: 98.98%, Lr: 0.001000
